Data as of 2025-03-22
Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,1 Month Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETF Database Pro,Dividend,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%)
RPAR,RPAR Risk Parity ETF,Multi-Asset,"$550,690,000","58,321",$19.68,false,False,false,false,0.15%,0.31%,5.32%,5.75%,-3.18%,4.82%,$0.0,$2.919405,-$12.781913,-$111.027023,-$692.424248,$516.762263,Hedge Fund,2019-12-13,0.50%,$0.47,2024-12-27,$0.12,2.37%,Quarterly,0.54%,0.04,0.61,115.61%,8.52%,9.14%,10.05%,Tidal Financial Group,91,63.76%,76.51%,96.62%,40%,20%,1099,$19.36,$19.88,$19.64,$19.73,55.65,A,A-,N/A,B+,A,B+,N/A,6.08,12.06%,37.68%,225.01,3.92%,2.36%
DFAU,Dimensional US Core Equity Market ETF,Equity,"$7,217,570,000","771,631",$38.92,false,False,false,false,0.67%,-7.53%,-3.88%,7.97%,9.09%,N/A,-$29.2447,$186.510884,$430.3517,"$1,463.444098","$3,965.523246","$5,788.647641",All Cap Equities,2020-11-17,0.12%,$0.44,2024-12-17,$0.16,1.14%,Quarterly,2.24%,0.04,0.98,29.77%,19.82%,16.21%,15.17%,Dimensional,"2,381",29.40%,34.38%,50.02%,40%,20%,1099,$37.48,$41.42,$38.63,$39.07,41.57,A,A,N/A,A-,A+,A-,N/A,6.4,32.21%,47.14%,98.3,10.76%,7.17%
LDUR,PIMCO Enhanced Low Duration Active ETF,Bond,"$856,273,000","52,864",$95.89,false,False,false,false,0.18%,0.80%,1.74%,6.11%,3.20%,3.26%,$9.5704,$28.7206,$1.9074,-$56.8928,-$285.353,$479.0536,Total Bond Market,2014-01-22,0.50%,$4.55,2025-03-03,$0.38,4.75%,Monthly,1.68%,N/A,0.04,7.78%,2.58%,2.18%,2.11%,Allianz Investment Management LLC,483,25.21%,29.86%,53.51%,40%,20%,1099,$95.42,$96.04,$95.81,$95.95,61.74,A-,C+,B+,A-,B-,B-,B-,N/A,N/A,N/A,N/A,N/A,N/A
AVDV,Avantis International Small Cap Value ETF,Equity,"$7,817,420,000","630,615",$70.96,false,False,false,false,0.47%,3.17%,9.04%,13.35%,8.01%,20.63%,$74.732232,$246.796836,$763.10175,"$1,514.069193","$5,022.787743","$6,403.907158",Foreign Small & Mid Cap Equities,2019-09-24,0.36%,$2.80,2024-12-17,$1.62,3.95%,Semi-Annually,2.21%,0.14,1.07,58.31%,17.43%,14.66%,13.27%,American Century Investments,"1,417",7.54%,10.22%,24.74%,40%,20%,1099,$66.68,$72.19,$70.74,$71.15,60.91,N/A,N/A,N/A,N/A,N/A,C+,N/A,6.34,29.63%,45.08%,235.96,1.53%,6.34%
UITB,VictoryShares Core Intermediate Bond ETF,Bond,"$2,377,530,000","229,856",$46.84,false,False,false,false,0.47%,1.53%,2.66%,5.54%,0.91%,1.63%,$6.990901,$2.282991,-$36.531031,$375.104664,"$1,196.830529","$2,092.734519",Total Bond Market,2017-10-24,0.39%,$1.94,2025-03-10,$0.16,4.15%,Monthly,0.99%,N/A,0.18,51.76%,4.34%,4.73%,4.87%,Victory Capital,"1,035",20.10%,23.89%,40.23%,40%,20%,1099,$46.45,$47.03,N/A,N/A,59.46,B,B-,N/A,B,B-,B+,N/A,6.13,51.54%,38.85%,360.18,3.09%,0.98%
MSOS,AdvisorShares Pure US Cannabis ETF,Equity,"$368,207,000","4,800,316",$2.62,false,False,false,false,-3.32%,-22.02%,-31.23%,-73.10%,-49.79%,N/A,$0.0,-$5.652,$16.7078,$205.9023,$774.412345,"$2,541.97161",Small Cap Blend Equities,2020-09-01,0.83%,$0.00,2021-12-23,$0.07,0.00%,Quarterly,2.23%,N/A,1.85,615.96%,66.84%,59.63%,87.51%,AdvisorShares,9,100.01%,100.01%,100.01%,40%,20%,1099,$2.51,$3.31,$2.60,$2.65,36.75,N/A,C+,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AVDE,Avantis International Equity ETF,Equity,"$6,144,130,000","398,425",$67.58,false,False,false,false,0.18%,2.27%,10.12%,9.96%,6.98%,17.29%,$0.0,$96.300705,$249.59334,"$1,395.57192","$3,913.633775","$4,965.517001",Global Equities,2019-09-24,0.23%,$2.02,2024-12-17,$0.85,2.99%,Semi-Annually,1.93%,0.09,0.94,69.34%,16.41%,14.10%,13.03%,American Century Investments,"3,203",6.95%,9.57%,22.14%,40%,20%,1099,$64.97,$68.71,$67.39,$67.74,58.44,B+,A,N/A,B,A,A-,N/A,7.39,31.25%,85.32%,148.39,8.45%,6.28%
HTRB,Hartford Total Return Bond ETF,Bond,"$2,018,070,000","263,031",$33.94,false,False,false,false,0.33%,1.27%,2.53%,5.32%,0.85%,2.09%,-$15.21306,-$35.72634,$24.448015,$522.17225,$945.75536,"$1,595.71267",Total Bond Market,2017-09-27,0.29%,$1.50,2025-02-27,$0.12,4.43%,Monthly,0.75%,N/A,0.19,55.28%,4.02%,4.41%,4.58%,The Hartford,"1,550",19.11%,24.86%,47.28%,40%,20%,1099,$33.70,$34.08,$33.91,$33.99,58.82,A-,B,N/A,B-,B+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SECT,Main Sector Rotation ETF,Equity,"$1,878,290,000","120,402",$52.21,false,False,false,false,0.67%,-8.98%,-5.00%,4.33%,7.66%,19.43%,-$7.7655,-$12.123,$8.2525,$162.901,$531.038,$773.781,Large Cap Blend Equities,2017-09-05,0.78%,$0.25,2024-12-19,$0.19,0.47%,Quarterly,2.77%,0.04,0.94,102.14%,23.42%,19.48%,18.47%,Main Management,12,99.21%,100.00%,100.00%,40%,20%,1099,$50.00,$56.00,$51.73,$52.45,41.62,A-,C+,B+,B+,B+,B-,N/A,6.36,25.43%,45.69%,42.08,4.53%,8.28%
FLCO,Franklin Investment Grade Corporate ETF,Bond,"$563,325,000","55,495",$21.42,false,False,false,false,0.67%,1.10%,2.32%,5.31%,0.56%,3.63%,$0.0,-$3.237,$7.339,$200.95,-$310.8535,$160.4955,Corporate Bonds,2016-10-03,0.35%,$0.93,2025-03-03,$0.07,4.35%,Monthly,0.48%,N/A,0.31,55.59%,5.02%,5.40%,5.63%,Franklin Templeton,212,12.05%,16.87%,41.87%,40%,20%,1099,$21.24,$21.54,$21.40,$21.45,56.75,B+,C+,B+,C+,B,A-,N/A,6.35,33.78%,45.21%,291.1,13.33%,3.14%
GTO,Invesco Total Return Bond ETF,Bond,"$1,904,100,000","201,618",$47.07,false,False,false,false,0.43%,1.03%,2.19%,4.86%,0.23%,2.91%,$4.6951,$35.38065,$58.55025,$630.78595,$923.9176,"$1,776.6245",Total Bond Market,2016-02-10,0.35%,$1.89,2025-02-24,$0.17,4.01%,Monthly,0.98%,N/A,0.22,56.36%,3.46%,4.17%,4.39%,Invesco,"1,204",40.76%,48.13%,62.65%,40%,20%,1099,$46.78,$47.33,$47.03,$47.14,57.72,A-,C+,N/A,B-,B+,A+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AVEM,Avantis Emerging Markets Equity ETF,Equity,"$7,981,390,000","602,587",$61.64,false,False,false,false,0.26%,-0.50%,4.85%,9.27%,4.22%,13.92%,$83.765795,$229.656865,$449.40509,"$2,465.337985","$6,009.733515","$7,010.183545",Emerging Markets Equities,2019-09-17,0.33%,$1.87,2024-12-17,$1.30,3.02%,Semi-Annually,1.96%,0.12,0.80,103.75%,20.99%,17.22%,15.90%,American Century Investments,"3,496",18.75%,22.24%,35.18%,40%,20%,1099,$58.83,$62.75,$61.44,$61.79,54.85,A-,A-,N/A,B,B+,C,N/A,5.65,9.47%,29.59%,420.52,3.36%,4.45%
INFL,Horizon Kinetics Inflation Beneficiaries ETF,Equity,"$1,146,180,000","128,469",$40.78,false,False,false,false,1.25%,-0.84%,7.08%,28.67%,9.22%,N/A,$6.100065,-$2.808443,$26.246785,$300.632815,-$189.033043,$902.687323,Global Equities,2021-01-11,0.85%,$0.68,2024-12-24,$0.21,1.64%,Annually,3.38%,0.07,0.92,77.05%,20.51%,19.01%,18.50%,Horizon Kinetics Holding Corp.,0,N/A,N/A,N/A,40%,20%,1099,$38.70,$41.18,$40.57,$40.99,54.7,A,C+,B-,B,B,B,N/A,6.8,35.90%,63.98%,79.28,6.40%,2.20%
TDSC,Cabana Target Drawdown 10 ETF,Multi-Asset,"$179,140,000","22,021",$25.16,false,False,false,false,0.85%,-2.86%,2.98%,6.02%,1.24%,N/A,$0.0,-$5.03,-$12.56275,-$98.22035,-$572.494777,$245.791948,Hedge Fund,2020-09-17,0.80%,$0.50,2024-12-30,$0.32,2.00%,Quarterly,0.78%,0.03,0.40,63.96%,14.33%,11.58%,10.67%,Exchange Traded Concepts,11,99.57%,100.02%,100.02%,40%,20%,1099,$24.42,$25.68,$25.03,$25.23,50.41,A,B,B,A,A,A-,N/A,6.56,56.81%,53.45%,375.39,14.93%,4.82%
JMBS,Janus Henderson Mortgage-Backed Securities ETF,Bond,"$5,118,860,000","638,413",$45.15,false,False,false,false,0.58%,1.74%,3.05%,6.07%,0.69%,0.99%,$22.49,$148.6515,$336.592,"$1,231.218","$4,317.71425","$4,896.290439",Mortgage Backed Securities,2018-09-12,0.23%,$2.45,2025-03-03,$0.19,5.42%,Monthly,1.09%,N/A,0.12,67.55%,4.65%,5.44%,5.83%,Janus Henderson,567,69.60%,82.11%,114.83%,40%,20%,1099,$44.74,$45.34,$45.10,$45.23,59.97,B-,B,A,A,A-,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IGBH,iShares Interest Rate Hedged Long-Term Corporate Bond ETF,Bond,"$111,827,000","79,538",$24.20,false,False,false,false,0.21%,-1.50%,0.65%,5.40%,6.86%,12.95%,$0.0,-$18.153175,$17.35567,$15.58099,-$367.96953,$57.813375,Corporate Bonds,2015-07-22,0.14%,$1.67,2025-03-04,$0.12,6.93%,Monthly,0.51%,N/A,0.36,11.21%,4.70%,3.97%,3.63%,"BlackRock, Inc.",2,100.00%,100.00%,100.00%,40%,20%,1099,$23.99,$24.45,$24.15,$24.25,48.37,B+,B-,C,C+,C+,B,N/A,6.32,31.76%,44.14%,400.16,12.59%,2.16%
DRSK,Aptus Defined Risk ETF,Multi-Asset,"$1,156,020,000","188,052",$27.83,false,False,false,false,-0.43%,-1.28%,1.46%,7.64%,2.75%,4.09%,$2.779,$44.89125,$120.96425,$681.27,$315.63925,"$1,014.10075",Diversified Portfolio,2018-08-08,0.78%,$0.91,2024-12-30,$0.30,3.26%,Quarterly,0.91%,0.03,0.25,10.25%,4.57%,6.91%,7.79%,Aptus Holdings LLC,15,85.02%,99.99%,99.99%,40%,20%,1099,$27.80,$28.29,$27.76,$27.88,46.65,A-,B-,A,A,A,A,N/A,6.55,80.13%,53.27%,239.43,11.89%,3.33%
DFAI,Dimensional International Core Equity Market ETF,Equity,"$9,134,470,000","1,392,859",$31.97,false,False,false,false,0.16%,1.78%,9.49%,8.69%,7.00%,N/A,$70.223226,$180.175468,"$1,137.892844","$2,942.228848","$6,501.623458","$7,929.473718",Global Equities,2020-11-17,0.18%,$0.79,2024-12-17,$0.23,2.47%,Quarterly,0.89%,0.08,0.84,76.24%,15.91%,13.90%,12.80%,Dimensional,"3,786",9.58%,13.33%,27.68%,40%,20%,1099,$30.89,$32.46,$31.87,$32.04,57.66,A,A,N/A,A-,A+,A-,N/A,7.5,39.06%,87.96%,119.03,11.29%,6.77%
NTSX,WisdomTree U.S. Efficient Core Fund,Multi-Asset,"$1,145,800,000","84,274",$45.80,false,False,false,false,0.72%,-6.29%,-1.92%,8.96%,5.62%,16.00%,$0.0,$4.4985,-$14.4867,$38.37722,$89.75208,$796.837765,Diversified Portfolio,2018-08-02,0.20%,$0.53,2024-12-26,$0.17,1.17%,Quarterly,2.54%,0.03,0.93,13.65%,16.99%,15.72%,14.69%,"WisdomTree, Inc.",502,41.05%,47.02%,63.83%,40%,20%,1099,$44.21,$48.52,$45.56,$45.92,42.77,A,A,C+,C,A-,A,N/A,6.27,10.00%,42.57%,83.83,11.20%,6.03%
DIVO,Amplify CWP Enhanced Dividend Income ETF,Equity,"$3,994,710,000","468,598",$40.69,false,False,false,false,1.17%,-3.40%,1.32%,9.56%,8.05%,18.46%,$24.354,$61.363,$212.27,$658.015,"$2,457.9765","$3,505.8455",Large Cap Blend Equities,2016-12-14,0.56%,$1.94,2025-02-27,$0.17,4.76%,Monthly,1.91%,0.07,0.77,20.30%,14.10%,11.71%,11.15%,Amplify Investments,27,49.84%,71.18%,100.00%,40%,20%,1099,$39.66,$42.07,$40.41,$40.83,45.85,A,B-,B-,A-,B+,A,C,6.7,56.17%,59.65%,89.89,18.80%,0.18%
NUSI,NEOS Nasdaq-100 Hedged Equity Income ETF,Equity,"$331,446,000","38,479",$26.78,false,False,false,false,0.30%,1.67%,3.50%,25.72%,11.32%,8.35%,$0.0,$0.0,-$1.553502,-$105.138079,-$467.727399,$456.069046,Large Cap Growth Equities,2019-12-19,0.68%,$2.00,2025-01-22,$0.19,7.48%,Monthly,1.66%,0.03,0.51,34.62%,9.70%,10.25%,10.42%,Neos Investments LLC,104,50.94%,59.92%,87.31%,40%,20%,1099,$26.04,$26.91,$26.66,$26.87,60.32,A-,C,N/A,A+,A,A,N/A,6.32,60.28%,44.35%,54.98,9.78%,8.52%
UCON,First Trust TCW Unconstrained Plus Bond ETF,Bond,"$3,555,270,000","934,772",$24.82,false,False,false,false,-0.12%,0.74%,1.46%,5.65%,3.40%,6.17%,$0.0,$68.3317,$171.585,"$1,356.2689","$2,465.9723","$3,385.3662",Total Bond Market,2018-06-04,0.85%,$1.20,2025-02-21,$0.10,4.82%,Monthly,0.50%,N/A,0.19,10.16%,2.03%,2.41%,2.48%,First Trust,949,27.99%,31.96%,45.54%,40%,20%,1099,$24.74,$24.97,N/A,N/A,57.42,A,C+,A,A-,A-,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LQDH,iShares Interest Rate Hedged Corporate Bond ETF,Bond,"$539,098,000","50,287",$92.65,false,False,false,false,0.17%,-0.91%,0.83%,5.80%,6.62%,10.17%,$0.0,$41.79415,$93.084985,$232.86507,-$679.112965,$404.74241,Corporate Bonds,2014-05-27,0.24%,$6.61,2025-03-04,$0.45,7.14%,Monthly,1.85%,N/A,0.29,20.00%,3.43%,2.62%,2.55%,"BlackRock, Inc.",2,100.00%,100.00%,100.00%,40%,20%,1099,$92.02,$93.34,$92.36,$92.84,50.48,B,C+,C,B,C,B-,C,6.51,53.04%,51.45%,151.09,9.77%,1.62%
MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,Bond,"$1,804,170,000","297,034",$51.76,false,False,false,false,0.15%,-0.18%,0.59%,1.99%,1.84%,2.82%,$0.0,$17.8178,$61.312,$435.608,"$1,069.0964","$1,469.3631",National Munis,2009-11-30,0.35%,$1.80,2025-03-03,$0.14,3.47%,Monthly,0.59%,N/A,0.11,7.84%,2.89%,3.34%,3.77%,Allianz Investment Management LLC,499,9.81%,13.48%,31.03%,40%,20%,1099,$51.55,$52.50,$51.70,$51.87,46.68,A-,C+,B+,B+,B,A-,C+,N/A,N/A,N/A,N/A,N/A,N/A
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,Equity,"$222,491,000","30,862",$47.19,false,False,false,false,0.14%,0.36%,8.44%,6.87%,5.20%,N/A,$0.0,-$49.306005,-$49.306005,-$147.746303,-$335.703368,$239.312475,Alternative Energy Equities,2021-04-08,0.20%,$1.63,2024-12-17,$0.74,3.42%,Semi-Annually,1.35%,13.62,0.88,81.46%,16.05%,13.99%,13.09%,"BlackRock, Inc.",342,15.57%,21.21%,47.60%,40%,20%,1099,$46.02,$47.89,$47.06,$47.27,55.13,A-,A,C+,B+,A,A,N/A,8.04,92.19%,97.44%,47.56,11.42%,6.60%
ARKX,ARK Space Exploration & Innovation ETF,Equity,"$272,368,000","162,682",$18.66,false,False,false,false,1.03%,-8.89%,-4.41%,24.98%,1.43%,N/A,$0.0,-$9.99295,-$2.8042,-$30.61325,-$126.748714,$367.347036,Industrials Equities,2021-03-30,0.75%,$0.00,N/A,N/A,0.00%,Annually,2.23%,0.09,1.10,135.00%,31.39%,31.28%,31.67%,ARK Invest LLC,33,61.78%,76.95%,100.00%,40%,20%,1099,$17.83,$19.51,$18.43,$18.78,45.12,N/A,C,N/A,N/A,N/A,N/A,N/A,6.57,58.76%,54.00%,52.82,29.79%,2.17%
SMMU,PIMCO Short Term Municipal Bond Active ETF,Bond,"$681,000,000","89,166",$50.01,false,False,false,false,-0.12%,0.15%,0.80%,3.04%,2.43%,2.49%,$4.0002,$16.0146,$42.8978,$117.916,$152.606,$573.205,National Munis,2010-02-01,0.35%,$1.50,2025-03-03,$0.12,2.99%,Monthly,0.55%,N/A,0.04,0.90%,1.22%,1.39%,1.92%,Allianz Investment Management LLC,272,15.41%,20.00%,44.64%,40%,20%,1099,$49.98,$50.18,$49.97,$50.06,52.71,B+,C+,B-,A,B-,B,C+,N/A,N/A,N/A,N/A,N/A,N/A
PFFA,Virtus InfraCap U.S. Preferred Stock ETF,Preferred Stock,"$1,502,800,000","528,221",$21.60,false,Variable,false,false,0.36%,-1.46%,0.93%,12.30%,6.73%,23.77%,$0.0,$27.3206,$108.75615,$559.0046,$979.33865,"$1,406.6758",Preferred Stock/Convertible Bonds,2018-05-15,2.52%,$2.02,2025-03-20,$0.17,9.36%,Monthly,1.14%,N/A,1.24,67.92%,5.90%,7.72%,7.53%,Virtus Investment Partners,188,25.71%,35.63%,83.38%,40%,20%,1099,$21.43,$21.94,$21.52,$21.69,46.71,B,C,N/A,B,B,A+,N/A,4.02,1.28%,4.83%,57.37,0.93%,4.39%
FPEI,First Trust Institutional Preferred Securities & Income ETF,Multi-Asset,"$1,616,080,000","435,051",$18.76,false,False,false,false,0.24%,-0.04%,1.24%,8.28%,4.84%,10.46%,$0.0,$28.1409,$93.6011,$296.40655,"$1,056.011678","$1,322.063527",Preferred Stock/Convertible Bonds,2017-08-22,0.85%,$1.05,2025-02-21,$0.09,5.59%,Monthly,0.54%,N/A,0.37,64.40%,3.22%,3.03%,2.93%,First Trust,171,16.87%,24.24%,60.78%,40%,20%,1099,$18.69,$18.86,$18.74,$18.79,53.37,B+,C+,N/A,A+,B+,B,N/A,7.14,92.61%,77.80%,289.11,7.86%,1.32%
FBCG,Fidelity Blue Chip Growth ETF,Equity,"$3,679,840,000","925,066",$41.56,false,False,false,false,0.41%,-13.45%,-10.16%,7.49%,11.80%,N/A,$26.337603,$28.88312,"$1,220.498308","$2,344.093292","$3,023.361477","$3,424.118767",Large Cap Growth Equities,2020-06-03,0.59%,$0.06,2024-12-20,$0.05,0.13%,Quarterly,3.35%,24.55,1.31,122.35%,33.68%,27.96%,24.70%,Fidelity,219,60.58%,66.55%,82.66%,40%,20%,1099,$38.89,$46.37,$41.00,$41.89,39.8,B+,C+,N/A,C,C+,C,N/A,6.15,9.99%,39.29%,25.85,10.77%,13.28%
IG,Principal Investment Grade Corporate Active ETF,Bond,"$97,024,000","17,472",$20.69,false,False,false,false,0.69%,0.88%,2.60%,5.77%,0.37%,3.78%,$1.0267,$4.13759,$4.13759,$20.722055,-$277.90689,$73.665465,Corporate Bonds,2018-04-18,0.19%,$1.07,2025-03-03,$0.09,5.15%,Monthly,0.50%,N/A,0.32,63.87%,4.58%,5.77%,6.04%,Principal,192,19.47%,25.91%,54.92%,40%,20%,1099,$20.50,$20.82,$20.67,$20.71,56.48,B-,B-,B+,C+,B,A,N/A,6.34,76.15%,45.04%,427.5,10.02%,2.63%
MMIN,NYLI MacKay Muni Insured ETF,Bond,"$478,337,000","91,869",$23.78,false,False,false,false,0.15%,-0.47%,0.35%,1.42%,0.69%,3.17%,$0.0,$4.803032,-$8.37791,$35.337891,$78.046197,$425.682116,National Munis,2017-10-18,0.30%,$0.93,2025-03-03,$0.07,3.92%,Monthly,0.32%,N/A,0.13,18.00%,4.05%,4.75%,5.23%,New York Life,287,10.58%,14.91%,38.81%,40%,20%,1099,$23.63,$24.22,$23.71,$23.87,45.48,A-,B-,N/A,B-,B,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BUFR,FT Vest Laddered Buffer ETF,Equity,"$6,454,190,000","1,258,834",$29.87,false,False,false,false,0.30%,-4.42%,-1.97%,7.06%,8.23%,N/A,$16.39755,$192.36335,$520.29205,"$2,470.11125","$5,047.78675","$5,718.13315",Volatility Hedged Equity,2020-08-10,0.95%,$0.00,N/A,N/A,0.00%,Quarterly,1.06%,0.03,0.60,11.71%,13.34%,9.94%,8.28%,First Trust,13,83.33%,100.00%,100.00%,40%,20%,1099,$29.17,$31.10,$29.71,$29.97,42.58,A,C,N/A,A,B,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VFVA,Vanguard U.S. Value Factor ETF,Equity,"$772,632,000","20,961",$115.31,false,False,true,false,0.82%,-5.62%,-2.59%,0.27%,4.80%,25.09%,-$6.96145,-$30.28935,-$9.444,$73.3274,$172.31325,$523.70955,All Cap Equities,2018-02-13,0.13%,$2.84,2024-12-23,$0.75,2.46%,Quarterly,4.83%,8.0,1.24,140.44%,17.61%,15.67%,16.91%,Vanguard,635,8.80%,12.46%,30.26%,40%,20%,1099,$111.63,$120.75,$114.62,$115.86,43.18,B+,A,C,C+,B,B+,N/A,6.13,9.68%,38.93%,143.88,3.71%,4.59%
VRIG,Invesco Variable Rate Investment Grade ETF,Bond,"$1,328,280,000","454,948",$25.16,false,False,false,false,0.08%,0.34%,1.04%,6.00%,5.55%,6.33%,$11.3037,$64.0419,$212.28105,$506.15805,$757.90255,$970.996,Total Bond Market,2016-09-22,0.30%,$1.49,2025-02-24,$0.10,5.91%,Monthly,0.41%,N/A,0.12,53.80%,0.54%,0.58%,0.57%,Invesco,295,38.22%,41.02%,57.00%,40%,20%,1099,$25.09,$25.16,$25.15,$25.17,79.79,A-,B,N/A,A,B+,C+,N/A,6.09,20.30%,37.73%,28.57,1.78%,0.30%
DSTL,Distillate US Fundamental Stability & Value ETF,Equity,"$1,892,670,000","143,007",$54.43,false,False,true,false,0.47%,-4.54%,-0.90%,2.47%,8.23%,21.57%,-$4.063215,-$128.866895,-$131.657313,$24.4109,$860.303658,"$1,371.93077",Large Cap Growth Equities,2018-10-24,0.39%,$0.74,2024-12-27,$0.23,1.35%,Annually,2.39%,0.04,0.98,25.42%,15.30%,13.32%,12.64%,Distillate Capital,103,22.96%,29.71%,64.52%,40%,20%,1099,$53.60,$56.38,$54.18,$54.60,43.62,B+,B,B+,A,A-,B-,N/A,6.79,81.32%,63.39%,79.62,7.69%,5.81%
ULST,SPDR SSgA Ultra Short Term Bond ETF,Bond,"$584,041,000","133,333",$40.60,false,False,false,false,0.14%,0.54%,1.22%,5.39%,4.53%,3.78%,$4.053342,$16.215963,$47.587805,-$19.298753,$128.231742,$290.00218,Total Bond Market,2013-10-09,0.20%,$1.99,2025-03-03,$0.15,4.91%,Monthly,0.62%,N/A,0.05,17.48%,0.65%,1.65%,1.26%,State Street,118,53.67%,59.04%,82.44%,40%,20%,1099,$40.42,$40.62,$40.59,$40.61,74.06,B+,B+,B,A,B+,C+,N/A,6.11,22.77%,38.21%,150.75,7.25%,1.00%
FTSD,Franklin Short Duration U.S. Government ETF,Bond,"$217,751,000","35,615",$90.79,false,False,false,false,0.19%,0.60%,1.39%,5.74%,3.23%,1.93%,$4.53115,$6.79935,-$9.064675,$67.769025,-$149.49645,$67.4377,Mortgage Backed Securities,2013-11-04,0.25%,$4.31,2025-03-03,$0.31,4.75%,Monthly,1.51%,N/A,0.02,1.53%,1.42%,1.83%,1.63%,Franklin Templeton,333,46.46%,58.94%,83.29%,40%,20%,1099,$90.41,$90.88,$90.65,$90.93,64.92,N/A,B,N/A,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTLS,First Trust Long/Short Equity ETF,Alternatives,"$1,911,470,000","190,697",$64.19,false,False,false,false,0.08%,-5.14%,-2.46%,5.75%,9.70%,13.44%,$9.64485,$35.95715,$227.74655,$786.11025,"$1,215.980132","$1,345.199747",Long-Short,2014-09-09,1.46%,$0.99,2024-12-13,$0.29,1.54%,Quarterly,2.61%,0.04,0.51,30.73%,12.90%,11.30%,11.02%,First Trust,249,63.02%,73.88%,109.41%,40%,20%,1099,$62.96,$66.72,$63.93,$64.32,40.31,A,B-,A-,B+,B+,B-,N/A,6.45,63.16%,49.17%,46.76,7.58%,5.83%
DFAE,Dimensional Emerging Core Equity Market ETF,Equity,"$5,349,860,000","897,108",$26.48,false,False,false,false,0.04%,-1.19%,4.38%,9.34%,2.66%,N/A,$29.443662,$66.517793,$287.21713,"$1,272.982194","$4,106.432394","$4,882.558364",n/a,2020-12-01,0.35%,$0.60,2024-12-17,$0.15,2.24%,Quarterly,0.87%,0.06,0.59,39.65%,19.17%,16.08%,15.03%,Dimensional,"6,118",21.68%,24.57%,36.32%,40%,20%,1099,$25.49,$26.98,$26.40,$26.54,53.77,A,A-,B,B-,A-,B+,N/A,5.83,17.95%,32.40%,358.35,3.00%,4.09%
PREF,Principal Spectrum Preferred Secs Active ETF,Preferred Stock,"$1,119,220,000","238,825",$18.73,false,False,false,false,0.48%,0.51%,1.44%,8.71%,4.56%,8.05%,$0.0,$21.47231,$58.717455,$243.16778,$685.63743,$979.91177,Preferred Stock/Convertible Bonds,2017-07-10,0.55%,$0.87,2025-03-03,$0.08,4.68%,Monthly,0.50%,N/A,0.38,6.11%,3.59%,3.33%,3.13%,Principal,125,23.57%,31.93%,71.87%,40%,20%,1099,$18.62,$18.75,N/A,N/A,56.79,B,B-,N/A,A,B-,C+,N/A,7.1,91.83%,76.52%,292.26,9.75%,1.17%
FLGV,Franklin U.S. Treasury Bond ETF,Bond,"$959,957,000","167,311",$20.51,false,False,false,false,0.49%,1.74%,2.60%,4.86%,-0.22%,N/A,$0.0,$97.009,$103.0805,$246.2745,$611.3025,"$1,040.0735",Government Bonds,2020-06-09,0.09%,$0.85,2025-03-03,$0.07,4.13%,Monthly,0.41%,N/A,0.15,22.56%,4.15%,4.51%,4.62%,Franklin Templeton,29,75.83%,87.38%,100.00%,40%,20%,1099,$20.32,$20.57,$20.49,$20.55,60.9,B-,B,B,B,B-,B-,N/A,5.86,85.79%,33.46%,0.0,0.00%,0.00%
DUSA,Davis Select U.S. Equity ETF,Equity,"$650,573,000","51,048",$42.63,false,False,true,false,0.48%,-6.98%,1.24%,7.49%,10.56%,20.77%,$3.178189,$13.031107,$61.948403,$136.67249,$164.780237,$226.569641,Large Cap Value Equities,2017-01-11,0.61%,$0.36,2024-12-27,$0.36,0.84%,Annually,2.10%,0.04,1.06,25.01%,17.04%,15.35%,16.19%,Davis Advisers,28,64.13%,79.73%,100.00%,40%,20%,1099,$41.07,$45.29,$42.44,$42.82,42.7,B-,B-,A,C,C+,C,C,5.96,5.70%,35.24%,58.38,19.33%,1.51%
